Group	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control
clade_name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15408	0.00496	0	0	0	0	0	0.31607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_turicensis|t__SGB17195	0.00486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB5200	0.00468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_sp_MV1|t__SGB747	0.00468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Neobittarella|s__Neobittarella_massiliensis|t__SGB7264	0.00402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB9778|s__GGB9778_SGB15398|t__SGB15398	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB25442|o__OFGB25442|f__FGB25442|g__GGB51960|s__GGB51960_SGB72480|t__SGB72480	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae|t__SGB1991	0.00274	0	0.06781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55542
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis|t__SGB4760	0.00142	0.05596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB53515	0.00115	0	0	0.00689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB4393	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB1980|t__SGB1980	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus|s__Candidatus_Pararuminococcus_gallinarum|t__SGB63327	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_sp_NSJ_51|t__SGB15131	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1217	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0	0	0	0	0	0	0.00875	0	0	0	0	0	0	0	0	0	0	0	0.15859	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59351	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22586	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0	0	0	0	0	0	0.00875	0	0	0	0	0	0	0	0	0	0	0	0.15859	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09364	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium	0	0	0	0	0	0.02141	0.02284	0	0	0	0	0	0	0	0	0	0	0	0.07583	0.0265	0.01361	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Negativibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06497	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04286	0	0	0	0.48733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter	0	0.00966	0.0231	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.02605	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudobutyricicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691|g__GGB51441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59351	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22586	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii	0	0	0	0	0	0	0.00875	0	0	0	0	0	0	0	0	0	0	0	0.15859	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0	0	0	0	0.12618	0	0	0	0	0	0	0	0	0	0	0	0	0.12458	0	0.0052	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11233	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640|s__GGB9640_SGB15115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09364	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium|s__Candidatus_Avimicrobium_caecorum	0	0	0	0	0	0.02141	0.02284	0	0	0	0	0	0	0	0	0	0	0	0.07583	0.0265	0.01361	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Negativibacillus|s__Negativibacillus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06497	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04286	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	0	0	0.13713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03103	0	0	0	0.08623
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0	0.00966	0.01107	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.02605	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0.02103	0	0.09631	0	0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982|s__GGB2982_SGB3964	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432|s__GGB33432_SGB47280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudobutyricicoccus|s__Candidatus_Pseudobutyricicoccus_lothianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691|g__GGB51441|s__GGB51441_SGB71759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis|t__SGB4588_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59351	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis|t__SGB6771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22586	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii|t__SGB12676	0	0	0	0	0	0	0.00875	0	0	0	0	0	0	0	0	0	0	0	0.15859	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__SGB6191	0	0	0	0	0	0.12618	0	0	0	0	0	0	0	0	0	0	0	0	0.12458	0	0.0052	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum|t__SGB6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11233	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640|s__GGB9640_SGB15115|t__SGB15115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09364	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium|s__Candidatus_Avimicrobium_caecorum|t__SGB15350	0	0	0	0	0	0.02141	0.02284	0	0	0	0	0	0	0	0	0	0	0	0.07583	0.0265	0.01361	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB3958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06966	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Negativibacillus|s__Negativibacillus_massiliensis|t__SGB14912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06497	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__SGB5736	0	0	0	0.13713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium|t__SGB4027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03103	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii|t__SGB6140	0	0.00966	0.01107	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.02605	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB2085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0259	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179|t__SGB6179	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0.02103	0	0.09631	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01696	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982|s__GGB2982_SGB3964|t__SGB3964	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432|s__GGB33432_SGB47280|t__SGB47280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudobutyricicoccus|s__Candidatus_Pseudobutyricicoccus_lothianensis|t__SGB14975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB6328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691|g__GGB51441|s__GGB51441_SGB71759|t__SGB71759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06942	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9697	0	0	0.06451	0	0	0	0.04894	0	0	0	0	0	0	0	0	0	0	0	0	0.03597	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9512|s__GGB9512_SGB14909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06942	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05373	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9697|s__GGB9697_SGB15213	0	0	0.06451	0	0	0	0.04894	0	0	0	0	0	0	0	0	0	0	0	0	0.03597	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea	0	0	0	0	0	0	0	0.00065	0.01364	0	0	0	0	0	0	0	0	0	0	0.01503	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9512|s__GGB9512_SGB14909|t__SGB14909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06942	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4421|t__SGB4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05373	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9697|s__GGB9697_SGB15213|t__SGB15213	0	0	0.06451	0	0	0	0.04894	0	0	0	0	0	0	0	0	0	0	0	0	0.03597	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14017	0	0	0	0	0	0	0.18592	0	0	0	0	0	0	0	0	0	0	0	0	0.02612	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02452	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_bacterium|t__SGB6503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01773	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea|t__SGB4816	0	0	0	0	0	0	0	0.00065	0.01364	0	0	0	0	0	0	0	0	0	0	0.01503	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB47307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00338	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0	0	0	0	3.72039	0	0	0.18428	0	0	0	0	0	0	0	0	0	0	0	0	0.03464	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01571	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0	0	0	0.00102	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0	0	0	3.72039	0	0	0.18428	0	0	0	0	0	0	0	0	0	0	0	0	0.03464	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01571	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_fairfieldensis	0	0	0	0.27778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01394	0	1.06864
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB4181	0	0	0.02093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03963	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__SGB10115	0	0	0	0	3.72039	0	0	0.18428	0	0	0	0	0	0	0	0	0	0	0	0	0.03464	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB5058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01961	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata|t__SGB4583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01571	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01495	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_fairfieldensis|t__SGB15470	0	0	0	0.27778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01394	0	1.06864
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__SGB19351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis|t__SGB9738_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__SGB17130	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes|t__SGB9392	0	0	0	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0	0	0.02969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08337	0.18617
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0	0	0.02969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08337	0.18617
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriales_unclassified	0	0	0.02969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08337	0.18617
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB6016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23317	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriales_unclassified|g__Flavobacteriales_unclassified	0	0	0.02969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08337	0
